Division,Position,Number,Player Name,Status,Quick Stats,yard gain,type,other,stat,thing1,thing,thing3,team,,,
AFC West,LB,57,"Victor, Azeem",ACT,TCKL,--,SCK,--,FF,--,INT,--,OAK,,,
AFC West,OT,69,"Ware, Jylan",ACT,G,1,GS,0,,,,,OAK,,,
AFC West,RB,34,"Warren, Chris",ACT,CAR,--,YDS,--,AVG,--,TDS,--,OAK,,,
AFC West,RB,33,"Washington, DeAndre",ACT,CAR,57,YDS,153,AVG,2.7,TDS,2,OAK,,,
AFC West,WR,13,"Whalen, Griff",ACT,REC,4,YDS,23,AVG,5.8,TDS,0,OAK,,,
AFC West,LB,59,"Whitehead, Tahir",ACT,TCKL,110,SCK,1,FF,0,INT,1,OAK,,,
AFC West,WR,19,"Whitney, Isaac",ACT,REC,0,YDS,0,AVG,--,TDS,0,OAK,,,
AFC West,LB,58,"Wilber, Kyle",ACT,TCKL,10,SCK,0,FF,1,INT,--,OAK,,,
AFC West,CB,36,"Worley, Daryl",ACT,TCKL,64,SCK,1,FF,0,INT,2,OAK,,,
AFC West,DT,,"Wright, Gabe",ACT,TCKL,1,SCK,0,FF,0,INT,--,OAK,,,
AFC West,DB,35,"Wright, Shareece",ACT,TCKL,44,SCK,0,FF,1,INT,1,OAK,,,
AFC West,RB,44,"Yurachek, Ryan",ACT,CAR,--,YDS,--,AVG,--,TDS,--,OAK,,,
NFC North,LB,93,"Acho, Sam",ACT,TCKL,45,SCK,3,FF,1,INT,--,CHI,,,
NFC North,OT,62,"Allen, Dejon",ACT,G,--,GS,--,,,,,CHI,,,
NFC North,DB,38,"Amos, Adrian",ACT,TCKL,69,SCK,0,FF,2,INT,1,CHI,,,
NFC North,DB,20,"Amukamara, Prince",ACT,TCKL,48,SCK,0,FF,0,INT,--,CHI,,,
NFC North,DT,76,"Anderson, Abdullah",ACT,TCKL,--,SCK,--,FF,--,INT,--,CHI,,,
NFC North,LB,52,"Anderson, Jonathan",ACT,TCKL,10,SCK,0,FF,0,INT,--,CHI,,,
NFC North,WR,14,"Ayers, DeMarcus",ACT,REC,--,YDS,--,AVG,--,TDS,--,CHI,,,
NFC North,WR,15,"Bellamy, Josh",ACT,REC,24,YDS,376,AVG,15.7,TDS,1,CHI,,,
NFC North,TE,84,"Braunecker, Ben",ACT,REC,--,YDS,--,AVG,--,TDS,--,CHI,,,
NFC North,QB,9,"Bray, Tyler",ACT,TDS,0,INT,0,YDS,0,RTG,39.6,CHI,,,
NFC North,TE,85,"Brown, Daniel",ACT,REC,13,YDS,129,AVG,9.9,TDS,0,CHI,,,
NFC North,WR,81,"Brown, Marlon",ACT,REC,--,YDS,--,AVG,--,TDS,--,CHI,,,
NFC North,DE,90,"Bullard, Jonathan",ACT,TCKL,26,SCK,1,FF,1,INT,--,CHI,,,
NFC North,TE,80,"Burton, Trey",ACT,REC,23,YDS,248,AVG,10.8,TDS,5,CHI,,,
NFC North,FB,46,"Burton, Michael",ACT,CAR,4,YDS,9,AVG,2.3,TDS,0,CHI,,,
NFC North,DB,26,"Bush, Deon",ACT,TCKL,6,SCK,0,FF,0,INT,--,CHI,,,
NFC North,CB,37,"Callahan, Bryce",ACT,TCKL,25,SCK,1,FF,1,INT,2,CHI,,,
NFC North,LS,,"Carew, Tanner",ACT,G,--,GS,--,,,,,CHI,,,
NFC North,RB,29,"Cohen, Tarik",ACT,CAR,87,YDS,370,AVG,4.3,TDS,2,CHI,,,
NFC North,DB,31,"Cooper, Marcus",ACT,TCKL,18,SCK,0,FF,0,INT,--,CHI,,,
NFC North,OT,69,"Coward, Rashaad",ACT,G,1,GS,0,,,,,CHI,,,
NFC North,RB,30,"Cunningham, Benny",ACT,CAR,9,YDS,29,AVG,3.2,TDS,0,CHI,,,
NFC North,QB,4,"Daniel, Chase",ACT,TDS,--,INT,--,YDS,--,RTG,0,CHI,,,
NFC North,C,68,"Daniels, James",ACT,G,--,GS,--,,,,,CHI,,,
NFC North,RB,34,"Davis, Knile",ACT,CAR,--,YDS,--,AVG,--,TDS,--,CHI,,,
NFC North,LB,57,"Edebali, Kasim",ACT,TCKL,1,SCK,0,FF,0,INT,0,CHI,,,
NFC North,DB,29,"Fant, Rashard",ACT,TCKL,--,SCK,--,FF,--,INT,--,CHI,,,
NFC North,LB,49,"Fitts, Kylie",ACT,TCKL,--,SCK,--,FF,--,INT,--,CHI,,,
NFC North,LB,94,"Floyd, Leonard",ACT,TCKL,34,SCK,4.5,FF,0,INT,--,CHI,,,
NFC North,WR,13,"Fowler, Bennie",ACT,REC,29,YDS,350,AVG,12.1,TDS,3,CHI,,,
NFC North,DB,43,"Franklin, John",ACT,TCKL,--,SCK,--,FF,--,INT,--,CHI,,,
NFC North,DB,23,"Fuller, Kyle",ACT,TCKL,69,SCK,0,FF,0,INT,2,CHI,,,
NFC North,WR,18,"Gabriel, Taylor",ACT,REC,33,YDS,378,AVG,11.5,TDS,1,CHI,,,
NFC North,WR,19,"Gentry, Tanner",ACT,REC,3,YDS,35,AVG,11.7,TDS,0,CHI,,,
NFC North,DT,91,"Goldman, Eddie",ACT,TCKL,44,SCK,1.5,FF,0,INT,--,CHI,,,
NFC North,CB,35,"Grant, Doran",ACT,TCKL,--,SCK,--,FF,--,INT,--,CHI,,,
NFC North,C,55,"Grasu, Hroniss",ACT,G,6,GS,4,,,,,CHI,,,
NFC North,OL,60,"Greene, Brandon",ACT,G,0,GS,0,,,,,CHI,,,
NFC North,DB,32,"Hall, Deiondre'",ACT,TCKL,0,SCK,--,FF,--,INT,--,CHI,,,
NFC North,DE,96,"Hicks, Akiem",ACT,TCKL,54,SCK,8.5,FF,0,INT,--,CHI,,,
NFC North,LB,63,"Hoskins, Ro'Derrick",ACT,TCKL,--,SCK,--,FF,--,INT,--,CHI,,,
NFC North,DB,36,"Houston-Carson, DeAndre",ACT,TCKL,10,SCK,0,FF,2,INT,--,CHI,,,
NFC North,RB,24,"Howard, Jordan",ACT,CAR,276,YDS,"1,122",AVG,4.1,TDS,9,CHI,,,
NFC North,LB,47,"Irving, Isaiah",ACT,TCKL,5,SCK,0,FF,0,INT,--,CHI,,,
NFC North,LB,45,"Iyiegbuniwe, Joel",ACT,TCKL,--,SCK,--,FF,--,INT,--,CHI,,,
NFC North,DB,39,"Jackson, Eddie",ACT,TCKL,73,SCK,0,FF,1,INT,2,CHI,,,
NFC North,DT,92,"Jenkins, John",ACT,TCKL,8,SCK,0,FF,0,INT,--,CHI,,,
NFC North,WR,8,"Johnson, Garrett",ACT,REC,--,YDS,--,AVG,--,TDS,--,CHI,,,
NFC North,WR,2,"Jones, Malachi",ACT,REC,--,YDS,--,AVG,--,TDS,--,CHI,,,
NFC North,CB,21,"Joseph, Michael",ACT,TCKL,--,SCK,--,FF,--,INT,--,CHI,,,
NFC North,C,64,"Kush, Eric",ACT,G,--,GS,--,,,,,CHI,,,
NFC North,LB,44,"Kwiatkoski, Nick",ACT,TCKL,49,SCK,2,FF,1,INT,--,CHI,,,
NFC North,CB,22,"LeBlanc, Cre'von",ACT,TCKL,17,SCK,1,FF,1,INT,--,CHI,,,
NFC North,OT,72,"Leno, Charles, Jr.",ACT,G,16,GS,16,,,,,CHI,,,
NFC North,OG,75,"Long, Kyle",ACT,G,10,GS,9,,,,,CHI,,,
NFC North,LB,99,"Lynch, Aaron",ACT,TCKL,9,SCK,1,FF,0,INT,--,CHI,,,
NFC North,OT,70,"Massie, Bobby",ACT,G,15,GS,15,,,,,CHI,,,
NFC North,OT,78,"McCants, Matt",ACT,G,--,GS,--,,,,,CHI,,,
NFC North,DB,27,"McManis, Sherrick",ACT,TCKL,13,SCK,0,FF,0,INT,--,CHI,,,
NFC North,WR,17,"Miller, Anthony",ACT,REC,--,YDS,--,AVG,--,TDS,--,CHI,,,
NFC North,TE,86,"Miller, Zach",PUP,REC,20,YDS,236,AVG,11.8,TDS,2,CHI,,,
NFC North,DB,25,"Mincy, Jonathon",ACT,TCKL,--,SCK,--,FF,--,INT,--,CHI,,,
NFC North,RB,33,"Mizzell, Taquan",ACT,CAR,--,YDS,--,AVG,--,TDS,--,CHI,,,
NFC North,OG,67,"Morgan, Jordan",ACT,G,--,GS,--,,,,,CHI,,,
NFC North,RB,35,"Nall, Ryan",ACT,CAR,--,YDS,--,AVG,--,TDS,--,CHI,,,
NFC North,DT,98,"Nichols, Bilal",ACT,TCKL,--,SCK,--,FF,--,INT,--,CHI,,,
NFC North,LB,50,"Norris, Elijah",ACT,TCKL,--,SCK,--,FF,--,INT,--,CHI,,,
NFC North,P,16,"O'Donnell, Pat",ACT,PUNTS,87,AVG,47,LNG,69,IN 20,27,CHI,,,
NFC North,DB,46,"Orr, Nick",ACT,TCKL,--,SCK,--,FF,--,INT,--,CHI,,,
NFC North,K,1,"Parkey, Cody",ACT,FGA,23,FGM,21,PCT,91.3,LNG,54,CHI,,,
NFC North,OG,73,"Pericak, Will",ACT,G,--,GS,--,,,,,CHI,,,
NFC North,DE,95,"Robertson-Harris, Roy",ACT,TCKL,13,SCK,2,FF,0,INT,--,CHI,,,
NFC North,WR,12,"Robinson, Allen",ACT,REC,1,YDS,17,AVG,17,TDS,0,CHI,,,
NFC North,LS,48,"Scales, Patrick",ACT,G,--,GS,--,,,,,CHI,,,
NFC North,TE,87,"Shaheen, Adam",ACT,REC,12,YDS,127,AVG,10.6,TDS,3,CHI,,,
NFC North,TE,88,"Sims, Dion",ACT,REC,15,YDS,180,AVG,12,TDS,1,CHI,,,
NFC North,LB,58,"Smith, Roquan",ACT,TCKL,--,SCK,--,FF,--,INT,--,CHI,,,
NFC North,OT,79,"Sowell, Bradley",ACT,G,16,GS,2,,,,,CHI,,,
NFC North,TE,82,"Thompson, Colin",ACT,REC,--,YDS,--,AVG,--,TDS,--,CHI,,,
NFC North,LB,53,"Timu, John",ACT,TCKL,16,SCK,0,FF,0,INT,--,CHI,,,
NFC North,DB,33,"Toliver, Kevin",ACT,TCKL,--,SCK,--,FF,--,INT,--,CHI,,,
NFC North,LB,59,"Trevathan, Danny",ACT,TCKL,89,SCK,2,FF,1,INT,1,CHI,,,
NFC North,QB,10,"Trubisky, Mitchell",ACT,TDS,7,INT,7,YDS,"2,193",RTG,77.5,CHI,,,
NFC North,DT,78,"Walker, Cavon",ACT,TCKL,--,SCK,--,FF,--,INT,--,CHI,,,
NFC North,OG,71,"Watford, Earl",ACT,G,10,GS,9,,,,,CHI,,,
NFC North,WR,11,"White, Kevin",ACT,REC,2,YDS,6,AVG,3,TDS,0,CHI,,,
NFC North,C,65,"Whitehair, Cody",ACT,G,16,GS,16,,,,,CHI,,,
NFC North,DT,97,"Williams, Nick",ACT,TCKL,--,SCK,--,FF,--,INT,--,CHI,,,
NFC North,WR,83,"Wims, Javon",ACT,REC,--,YDS,--,AVG,--,TDS,--,CHI,,,
NFC North,P,6,"Winslow, Ryan",ACT,PUNTS,--,AVG,--,LNG,--,IN 20,--,CHI,,,
NFC North,LB,55,"Woods, Josh",ACT,TCKL,--,SCK,--,FF,--,INT,--,CHI,,,
NFC North,RB,21,"Abdullah, Ameer",ACT,CAR,165,YDS,552,AVG,3.3,TDS,4,DET,,,
NFC North,CB,39,"Agnew, Jamal",ACT,TCKL,10,SCK,0,FF,0,INT,--,DET,,,
NFC North,DE,94,"Ansah, Ezekiel",ACT,TCKL,44,SCK,12,FF,1,INT,--,DET,,,
NFC North,DE,58,"Barrett, Alex",ACT,TCKL,1,SCK,0,FF,0,INT,--,DET,,,
NFC North,LB,53,"Bates, Trevor",ACT,TCKL,--,SCK,--,FF,--,INT,--,DET,,,
NFC North,RB,46,"Bawden, Nick",RES,CAR,--,YDS,--,AVG,--,TDS,--,DET,,,
NFC North,FB,43,"Bellore, Nick",ACT,CAR,--,YDS,--,AVG,--,TDS,--,DET,,,
NFC North,WR,16,"Billingsley, Jace",ACT,REC,--,YDS,--,AVG,--,TDS,--,DET,,,
NFC North,LB,49,"Bishop, Freddie",ACT,TCKL,10,SCK,0,FF,0,INT,--,DET,,,
NFC North,RB,29,"Blount, LeGarrette",ACT,CAR,173,YDS,766,AVG,4.4,TDS,2,DET,,,
NFC North,WR,3,"Brown, Brian",ACT,REC,--,YDS,--,AVG,--,TDS,--,DET,,,
NFC North,QB,8,"Cassel, Matt",ACT,TDS,1,INT,2,YDS,162,RTG,55.9,DET,,,
NFC North,OG,65,"Crosby, Tyrell",ACT,G,--,GS,--,,,,,DET,,,
NFC North,OG,66,"Dahl, Joe",ACT,G,6,GS,3,,,,,DET,,,
NFC North,CB,36,"Davis, Antwuan",ACT,TCKL,--,SCK,--,FF,--,INT,--,DET,,,
NFC North,LB,40,"Davis, Jarrad",ACT,TCKL,96,SCK,2,FF,1,INT,1,DET,,,
NFC North,OT,68,"Decker, Taylor",ACT,G,8,GS,8,,,,,DET,,,
NFC North,CB,28,"Diggs, Quandre",ACT,TCKL,55,SCK,1,FF,1,INT,3,DET,,,
NFC North,DT,62,"Fatu, Josh",ACT,TCKL,--,SCK,--,FF,--,INT,--,DET,,,
NFC North,WR,83,"Ford, Dontez",ACT,REC,--,YDS,--,AVG,--,TDS,--,DET,,,
NFC North,DB,38,"Ford, Mike",ACT,TCKL,--,SCK,--,FF,--,INT,--,DET,,,
NFC North,LB,55,"Freeny, Jonathan",ACT,TCKL,6,SCK,0,FF,0,INT,0,DET,,,
NFC North,OG,60,"Glasgow, Graham",ACT,G,16,GS,16,,,,,DET,,,
NFC North,WR,19,"Golladay, Kenny",ACT,REC,28,YDS,477,AVG,17,TDS,3,DET,,,
NFC North,DE,93,"Hand, Da'Shawn",ACT,TCKL,--,SCK,--,FF,--,INT,--,DET,,,
NFC North,DE,61,"Hyder, Kerry",ACT,TCKL,--,SCK,--,FF,--,INT,--,DET,,,
NFC North,DT,97,"Jean Francois, Ricky",ACT,TCKL,12,SCK,0,FF,0,INT,0,DET,,,
NFC North,DE,57,"Johnson, Cam",ACT,TCKL,--,SCK,--,FF,--,INT,--,DET,,,
NFC North,RB,33,"Johnson, Kerryon",ACT,CAR,--,YDS,--,AVG,--,TDS,--,DET,,,
NFC North,DT,63,"Johnson, Toby",ACT,TCKL,--,SCK,--,FF,--,INT,--,DET,,,
NFC North,C,73,"Johnson, Wesley",ACT,G,15,GS,15,,,,,DET,,,
NFC North,WR,17,"Jones, Andy",ACT,REC,0,YDS,0,AVG,0,TDS,0,DET,,,
NFC North,DB,43,"Jones, Chris",ACT,TCKL,--,SCK,--,FF,--,INT,--,DET,,,
NFC North,LB,52,"Jones, Christian",ACT,TCKL,90,SCK,2,FF,1,INT,--,DET,,,
NFC North,WR,11,"Jones, Marvin",ACT,REC,61,YDS,"1,101",AVG,18,TDS,9,DET,,,
NFC North,WR,13,"Jones, T.J.",ACT,REC,30,YDS,399,AVG,13.3,TDS,1,DET,,,
NFC North,LB,42,"Kennard, Devon",ACT,TCKL,41,SCK,4,FF,0,INT,--,DET,,,
NFC North,DB,35,"Killebrew, Miles",ACT,TCKL,38,SCK,0,FF,1,INT,1,DET,,,
NFC North,C,75,"Koloamatangi, Leo",ACT,G,--,GS,--,,,,,DET,,,
NFC North,WR,18,"Lacy, Chris",ACT,REC,--,YDS,--,AVG,--,TDS,--,DET,,,
NFC North,OG,76,"Lang, T.J.",ACT,G,13,GS,13,,,,,DET,,,
NFC North,DB,24,"Lawson, Nevin",ACT,TCKL,47,SCK,0,FF,1,INT,--,DET,,,
NFC North,DT,98,"Ledbetter, Jeremiah",ACT,TCKL,14,SCK,0.5,FF,0,INT,--,DET,,,
NFC North,LB,54,"Longa, Steve",ACT,TCKL,13,SCK,0,FF,0,INT,--,DET,,,
NFC North,TE,86,"Lucas, Marcus",ACT,REC,--,YDS,--,AVG,--,TDS,--,DET,,,
NFC North,WR,12,"Marquez, Bradley",ACT,REC,--,YDS,--,AVG,--,TDS,--,DET,,,
NFC North,P,6,"Martin, Sam",ACT,PUNTS,41,AVG,43.4,LNG,64,IN 20,13,DET,,,
NFC North,DB,30,"McClure, Stefan",ACT,TCKL,3,SCK,0,FF,0,INT,--,DET,,,
NFC North,OT,67,"McGloster, Jamar",ACT,G,--,GS,--,,,,,DET,,,
NFC North,TE,85,"McGrath, Sean",ACT,REC,4,YDS,46,AVG,11.5,TDS,0,DET,,,
NFC North,LB,59,"Meredith, Chad",ACT,TCKL,--,SCK,--,FF,--,INT,--,DET,,,
NFC North,OT,72,"Mihalik, Brian",ACT,G,15,GS,2,,,,,DET,,,
NFC North,DB,41,"Milligan, Rolan",ACT,TCKL,0,SCK,--,FF,--,INT,--,DET,,,
NFC North,OG,64,"Montelus, John",ACT,G,--,GS,--,,,,,DET,,,
NFC North,LS,48,"Muhlbach, Don",ACT,G,16,GS,0,,,,,DET,,,
NFC North,DB,34,"Okonye, Josh",ACT,TCKL,--,SCK,--,FF,--,INT,--,DET,,,
NFC North,WR,1,"Powell, Brandon",ACT,REC,--,YDS,--,AVG,--,TDS,--,DET,,,
NFC North,K,5,"Prater, Matt",ACT,FGA,35,FGM,30,PCT,85.7,LNG,58,DET,,,
NFC North,DB,27,"Quin, Glover",ACT,TCKL,84,SCK,0,FF,4,INT,3,DET,,,
NFC North,C,77,"Ragnow, Frank",ACT,G,--,GS,--,,,,,DET,,,
NFC North,WR,10,"Redding, Teo",ACT,REC,--,YDS,--,AVG,--,TDS,--,DET,,,
NFC North,LB,44,"Reeves-Maybin, Jalen",ACT,TCKL,30,SCK,0.5,FF,1,INT,--,DET,,,
NFC North,RB,25,"Riddick, Theo",ACT,CAR,84,YDS,286,AVG,3.4,TDS,3,DET,,,
NFC North,DT,99,"Ringo, Christian",ACT,TCKL,3,SCK,0,FF,0,INT,0,DET,,,
NFC North,TE,80,"Roberts, Michael",ACT,REC,4,YDS,46,AVG,11.5,TDS,0,DET,,,
NFC North,DT,91,"Robinson, A'Shawn",ACT,TCKL,53,SCK,0.5,FF,1,INT,1,DET,,,
NFC North,OT,70,"Robinson, Corey",ACT,G,8,GS,5,,,,,DET,,,
NFC North,QB,14,"Rudock, Jake",ACT,TDS,0,INT,1,YDS,24,RTG,32.5,DET,,,
NFC North,LB,50,"Sankey, Darnell",ACT,TCKL,0,SCK,--,FF,--,INT,--,DET,,,
NFC North,P,2,"Santoso, Ryan",ACT,PUNTS,--,AVG,--,LNG,--,IN 20,--,DET,,,
NFC North,DB,26,"Shead, DeShawn",ACT,TCKL,2,SCK,0,FF,0,INT,--,DET,,,
NFC North,OT,74,"Skipper, Dan",ACT,G,1,GS,0,,,,,DET,,,
NFC North,DB,23,"Slay, Darius",ACT,TCKL,60,SCK,0,FF,0,INT,8,DET,,,
NFC North,QB,9,"Stafford, Matthew",ACT,TDS,29,INT,10,YDS,"4,446",RTG,99.3,DET,,,
NFC North,CB,31,"Tabor, Teez",ACT,TCKL,14,SCK,0,FF,0,INT,--,DET,,,
NFC North,WR,15,"Tate, Golden",ACT,REC,92,YDS,"1,003",AVG,10.9,TDS,5,DET,,,
NFC North,TE,87,"Toilolo, Levine",ACT,REC,12,YDS,122,AVG,10.2,TDS,1,DET,,,
NFC North,TE,84,"Valles, Hakeem",ACT,REC,--,YDS,--,AVG,--,TDS,--,DET,,,
NFC North,DE,78,"Valoaga, Jeremiah",ACT,TCKL,5,SCK,1,FF,0,INT,--,DET,,,
NFC North,OT,71,"Wagner, Ricky",ACT,G,13,GS,13,,,,,DET,,,
NFC North,DB,47,"Walker, Trey",ACT,TCKL,--,SCK,--,FF,--,INT,--,DET,,,
NFC North,SAF,45,"Washington, Charles",ACT,TCKL,14,SCK,0,FF,0,INT,--,DET,,,
NFC North,DE,90,"Washington, Cornelius",ACT,TCKL,24,SCK,2.5,FF,0,INT,--,DET,,,
NFC North,RB,36,"Washington, Dwayne",ACT,CAR,20,YDS,44,AVG,2.2,TDS,0,DET,,,
NFC North,DT,96,"Wicker, JoJo",ACT,TCKL,--,SCK,--,FF,--,INT,--,DET,,,
NFC North,OG,79,"Wiggins, Kenny",ACT,G,16,GS,16,,,,,DET,,,
NFC North,DT,92,"Williams, Sylvester",ACT,TCKL,20,SCK,0,FF,0,INT,--,DET,,,
NFC North,TE,82,"Willson, Luke",ACT,REC,15,YDS,153,AVG,10.2,TDS,4,DET,,,
NFC North,DB,32,"Wilson, Tavon",ACT,TCKL,55,SCK,2,FF,1,INT,1,DET,,,
NFC North,RB,34,"Zenner, Zach",ACT,CAR,14,YDS,26,AVG,1.9,TDS,1,DET,,,
NFC North,DE,69,"Zettel, Anthony",ACT,TCKL,43,SCK,6.5,FF,1,INT,--,DET,,,
NFC North,WR,17,"Adams, Davante",ACT,REC,74,YDS,885,AVG,12,TDS,10,GB,,,
NFC North,DT,90,"Adams, Montravius",ACT,TCKL,2,SCK,0,FF,0,INT,--,GB,,,
NFC North,CB,23,"Alexander, Jaire",ACT,TCKL,--,SCK,--,FF,--,INT,--,GB,,,
NFC North,WR,81,"Allison, Geronimo",ACT,REC,23,YDS,253,AVG,11,TDS,0,GB,,,
NFC North,OG,79,"Amichia, Kofi",ACT,G,--,GS,--,,,,,GB,,,
NFC North,OT,69,"Bakhtiari, David",ACT,G,12,GS,12,,,,,GB,,,
NFC North,OT,74,"Bell, Byron",ACT,G,12,GS,2,,,,,GB,,,
NFC North,LB,45,"Biegel, Vince",ACT,TCKL,16,SCK,0,FF,0,INT,--,GB,,,
NFC North,RB,34,"Bouagnon, Joel",ACT,CAR,--,YDS,--,AVG,--,TDS,--,GB,,,
NFC North,QB,8,"Boyle, Tim",ACT,TDS,--,INT,--,YDS,--,RTG,--,GB,,,
NFC North,LS,43,"Bradley, Hunter",ACT,G,--,GS,--,,,,,GB,,,
NFC North,DB,29,"Brice, Kentrell",ACT,TCKL,23,SCK,0,FF,0,INT,1,GB,,,
NFC North,CB,44,"Brown, Donatello",ACT,TCKL,0,SCK,--,FF,--,INT,--,GB,,,
NFC North,OT,75,"Bulaga, Bryan",ACT,G,5,GS,5,,,,,GB,,,
NFC North,LB,42,"Burks, Oren",ACT,TCKL,--,SCK,--,FF,--,INT,--,GB,,,
NFC North,TE,86,"Byrd, Emanuel",ACT,REC,2,YDS,31,AVG,15.5,TDS,0,GB,,,
NFC North,NT,97,"Clark, Kenny",ACT,TCKL,55,SCK,4.5,FF,2,INT,--,GB,,,
NFC North,DB,21,"Clinton-Dix, Ha Ha",ACT,TCKL,79,SCK,0,FF,0,INT,3,GB,,,
NFC North,WR,18,"Cobb, Randall",ACT,REC,66,YDS,653,AVG,9.9,TDS,4,GB,,,
NFC North,DE,54,"Crawford, James",ACT,TCKL,--,SCK,--,FF,--,INT,--,GB,,,
NFC North,K,2,"Crosby, Mason",ACT,FGA,19,FGM,15,PCT,78.9,LNG,50,GB,,,
NFC North,DT,76,"Daniels, Mike",ACT,TCKL,49,SCK,5,FF,1,INT,--,GB,,,
NFC North,C,60,"Davis, Austin",ACT,G,--,GS,--,,,,,GB,,,
NFC North,WR,11,"Davis, Trevor",ACT,REC,5,YDS,70,AVG,14,TDS,0,GB,,,
NFC North,C,54,"Day, Dillon",ACT,G,0,GS,0,,,,,GB,,,
NFC North,LB,91,"Donnerson, Kendall",ACT,TCKL,--,SCK,--,FF,--,INT,--,GB,,,
NFC North,SAF,25,"Evans, Marwin",ACT,TCKL,23,SCK,0,FF,1,INT,--,GB,,,
NFC North,LB,51,"Fackrell, Kyler",ACT,TCKL,28,SCK,3,FF,0,INT,--,GB,,,
NFC North,LB,93,"Gilbert, Reggie",ACT,TCKL,2,SCK,1,FF,0,INT,--,GB,,,
NFC North,DB,39,"Goodson, Demetri",ACT,TCKL,0,SCK,--,FF,--,INT,--,GB,,,
NFC North,TE,80,"Graham, Jimmy",ACT,REC,57,YDS,520,AVG,9.1,TDS,10,GB,,,
NFC North,DB,36,"Greene, Raven",ACT,TCKL,--,SCK,--,FF,--,INT,--,GB,,,
NFC North,CB,28,"Hawkins, Josh",ACT,TCKL,38,SCK,0,FF,1,INT,--,GB,,,
NFC North,DE,49,"Hearns, James",ACT,TCKL,--,SCK,--,FF,--,INT,--,GB,,,
NFC North,DB,31,"House, Davon",ACT,TCKL,44,SCK,1,FF,0,INT,1,GB,,,
NFC North,LB,46,"Hughes, Naashon",ACT,TCKL,--,SCK,--,FF,--,INT,--,GB,,,
NFC North,QB,7,"Hundley, Brett",ACT,TDS,9,INT,12,YDS,"1,836",RTG,70.6,GB,,,
NFC North,CB,37,"Jackson, Josh",ACT,TCKL,--,SCK,--,FF,--,INT,--,GB,,,
NFC North,WR,13,"Jennings, Adonis",ACT,REC,--,YDS,--,AVG,--,TDS,--,GB,,,
NFC North,RB,33,"Jones, Aaron",ACT,CAR,81,YDS,448,AVG,5.5,TDS,4,GB,,,
NFC North,SAF,27,"Jones, Josh",ACT,TCKL,71,SCK,2,FF,0,INT,1,GB,,,
NFC North,RB,36,"Judd, Akeem",ACT,CAR,--,YDS,--,AVG,--,TDS,--,GB,,,
NFC North,TE,84,"Kendricks, Lance",ACT,REC,18,YDS,203,AVG,11.3,TDS,1,GB,,,
NFC North,FB,40,"Kerridge, Joe",ACT,CAR,--,YDS,--,AVG,--,TDS,--,GB,,,
NFC North,CB,20,"King, Kevin",ACT,TCKL,28,SCK,0,FF,0,INT,--,GB,,,
NFC North,QB,9,"Kizer, DeShone",ACT,TDS,11,INT,22,YDS,"2,894",RTG,60.5,GB,,,
NFC North,WR,16,"Kumerow, Jake",ACT,REC,--,YDS,--,AVG,--,TDS,--,GB,,,
NFC North,DT,95,"Lancaster, Tyler",ACT,TCKL,--,SCK,--,FF,--,INT,--,GB,,,
NFC North,WR,1,"Lewis, Kyle",ACT,REC,--,YDS,--,AVG,--,TDS,--,GB,,,
NFC North,TE,89,"Lewis, Marcedes",ACT,REC,24,YDS,318,AVG,13.3,TDS,5,GB,,,
NFC North,OG,70,"Light, Alex",ACT,G,--,GS,--,,,,,GB,,,
NFC North,C,63,"Linsley, Corey",ACT,G,16,GS,16,,,,,GB,,,
NFC North,DE,99,"Looney, James",ACT,TCKL,--,SCK,--,FF,--,INT,--,GB,,,
NFC North,DE,94,"Lowry, Dean",ACT,TCKL,32,SCK,2,FF,0,INT,--,GB,,,
NFC North,LB,50,"Martinez, Blake",ACT,TCKL,144,SCK,1,FF,1,INT,1,GB,,,
NFC North,LB,58,"Martini, Greer",ACT,TCKL,--,SCK,--,FF,--,INT,--,GB,,,
NFC North,LB,52,"Matthews, Clay",ACT,TCKL,43,SCK,7.5,FF,1,INT,--,GB,,,
NFC North,RB,32,"Mays, Devante",ACT,CAR,4,YDS,1,AVG,0.3,TDS,0,GB,,,
NFC North,DT,73,"Mbu, Joey",ACT,TCKL,3,SCK,0,FF,0,INT,--,GB,,,
NFC North,OG,64,"McCray, Justin",ACT,G,13,GS,8,,,,,GB,,,
NFC North,RB,88,"Montgomery, Ty",ACT,CAR,71,YDS,273,AVG,3.8,TDS,3,GB,,,
NFC North,WR,82,"Moore, J'Mon",ACT,REC,--,YDS,--,AVG,--,TDS,--,GB,,,
NFC North,OT,68,"Murphy, Kyle",ACT,G,3,GS,3,,,,,GB,,,
NFC North,LB,98,"Odom, Chris",ACT,TCKL,6,SCK,0,FF,0,INT,--,GB,,,
NFC North,OG,77,"Pankey, Adam",ACT,G,1,GS,0,,,,,GB,,,
NFC North,OG,62,"Patrick, Lucas",ACT,G,12,GS,2,,,,,GB,,,
NFC North,LB,53,"Perry, Nick",ACT,TCKL,38,SCK,7,FF,1,INT,--,GB,,,
NFC North,CB,41,"Pipkins, Lenzy",ACT,TCKL,15,SCK,0,FF,0,INT,--,GB,,,
NFC North,LB,59,"Porter, Marcus",ACT,TCKL,--,SCK,--,FF,--,INT,--,GB,,,
NFC North,TE,49,"Rader, Kevin",ACT,REC,--,YDS,--,AVG,--,TDS,--,GB,,,
