Division,Position,Number,Player Name,Status,Quick Stats,yard gain,type,other,stat,thing1,thing,thing3,team,,,
NFC North,FB,22,"Ripkowski, Aaron",ACT,CAR,5,YDS,13,AVG,2.6,TDS,0,GB,,,
NFC North,QB,12,"Rodgers, Aaron",ACT,TDS,16,INT,6,YDS,"1,675",RTG,97.2,GB,,,
NFC North,CB,24,"Rollins, Quinten",ACT,TCKL,19,SCK,0,FF,0,INT,--,GB,,,
NFC North,LB,47,"Ryan, Jake",RES,TCKL,81,SCK,1,FF,1,INT,--,GB,,,
NFC North,P,6,"Scott, JK",ACT,PUNTS,--,AVG,--,LNG,--,IN 20,--,GB,,,
NFC North,DE,67,"Sheehy, Conor",ACT,TCKL,--,SCK,--,FF,--,INT,--,GB,,,
NFC North,TE,48,"Smith, Ryan",ACT,REC,--,YDS,--,AVG,--,TDS,--,GB,,,
NFC North,OT,78,"Spriggs, Jason",ACT,G,7,GS,5,,,,,GB,,,
NFC North,WR,19,"St. Brown, Equanimeous",ACT,REC,--,YDS,--,AVG,--,TDS,--,GB,,,
NFC North,OG,65,"Taylor, Lane",ACT,G,15,GS,15,,,,,GB,,,
NFC North,LB,56,"Thomas, Ahmad",ACT,TCKL,--,SCK,--,FF,--,INT,--,GB,,,
NFC North,WR,85,"Tonyan, Robert",ACT,REC,--,YDS,--,AVG,--,TDS,--,GB,,,
NFC North,LS,57,"Triner, Zach",ACT,G,--,GS,--,,,,,GB,,,
NFC North,WR,83,"Valdes-Scantling, Marquez",ACT,REC,--,YDS,--,AVG,--,TDS,--,GB,,,
NFC North,CB,26,"Waters, Herb",ACT,TCKL,--,SCK,--,FF,--,INT,--,GB,,,
NFC North,SAF,35,"Whitehead, Jermaine",ACT,TCKL,11,SCK,0,FF,0,INT,--,GB,,,
NFC North,DE,96,"Wilkerson, Muhammad",ACT,TCKL,46,SCK,3.5,FF,0,INT,1,GB,,,
NFC North,RB,30,"Williams, Jamaal",ACT,CAR,153,YDS,556,AVG,3.6,TDS,4,GB,,,
NFC North,DB,38,"Williams, Tramon",ACT,TCKL,41,SCK,0,FF,0,INT,2,GB,,,
NFC North,WR,10,"Yancey, DeAngelo",ACT,REC,--,YDS,--,AVG,--,TDS,--,GB,,,
NFC North,CB,20,"Alexander, Mackensie",ACT,TCKL,17,SCK,0,FF,0,INT,1,MIN,,,
NFC North,C,64,"Andrews, Josh",ACT,G,--,GS,--,,,,,MIN,,,
NFC North,DE,61,"Aruna, Ade",ACT,TCKL,--,SCK,--,FF,--,INT,--,MIN,,,
NFC North,WR,85,"Badet, Jeff",ACT,REC,--,YDS,--,AVG,--,TDS,--,MIN,,,
NFC North,LB,55,"Barr, Anthony",ACT,TCKL,75,SCK,1,FF,0,INT,--,MIN,,,
NFC North,WR,84,"Beebe, Chad",ACT,REC,--,YDS,--,AVG,--,TDS,--,MIN,,,
NFC North,TE,81,"Bell, Blake",ACT,REC,3,YDS,19,AVG,6.3,TDS,0,MIN,,,
NFC North,RB,44,"Boone, Mike",ACT,CAR,--,YDS,--,AVG,--,TDS,--,MIN,,,
NFC North,DE,90,"Bower, Tashawn",ACT,TCKL,1,SCK,1,FF,0,INT,--,MIN,,,
NFC North,LB,40,"Brothers, Kentrell",ACT,TCKL,13,SCK,0,FF,0,INT,--,MIN,,,
NFC North,RB,31,"Brown, Mack",ACT,CAR,8,YDS,29,AVG,3.6,TDS,0,MIN,,,
NFC North,K,7,"Carlson, Daniel",ACT,FGA,--,FGM,--,PCT,--,LNG,--,MIN,,,
NFC North,OLB,43,"Cliett, Reshard",ACT,TCKL,--,SCK,--,FF,--,INT,--,MIN,,,
NFC North,WR,13,"Coley, Stacy",ACT,REC,0,YDS,0,AVG,--,TDS,0,MIN,,,
NFC North,OT,76,"Collins, Aviante",ACT,G,3,GS,0,,,,,MIN,,,
NFC North,OG,79,"Compton, Tom",ACT,G,11,GS,5,,,,,MIN,,,
NFC North,TE,83,"Conklin, Tyler",ACT,REC,--,YDS,--,AVG,--,TDS,--,MIN,,,
NFC North,RB,33,"Cook, Dalvin",ACT,CAR,74,YDS,354,AVG,4.8,TDS,2,MIN,,,
NFC North,DT,66,"Cothran, Curtis",ACT,TCKL,--,SCK,--,FF,--,INT,--,MIN,,,
NFC North,QB,8,"Cousins, Kirk",ACT,TDS,27,INT,13,YDS,"4,093",RTG,93.9,MIN,,,
NFC North,WR,14,"Diggs, Stefon",ACT,REC,64,YDS,849,AVG,13.3,TDS,8,MIN,,,
NFC North,LB,58,"Dooley, Garret",ACT,TCKL,--,SCK,--,FF,--,INT,--,MIN,,,
NFC North,LB,57,"Downs, Devante",ACT,TCKL,--,SCK,--,FF,--,INT,--,MIN,,,
NFC North,OG,62,"Easton, Nick",RES,G,12,GS,12,,,,,MIN,,,
NFC North,C,67,"Edison, Cornelius",ACT,G,0,GS,0,,,,,MIN,,,
NFC North,C,65,"Elflein, Pat",ACT,G,14,GS,14,,,,,MIN,,,
NFC North,K,2,"Forbath, Kai",ACT,FGA,38,FGM,32,PCT,84.2,LNG,53,MIN,,,
NFC North,LB,42,"Gedeon, Ben",ACT,TCKL,37,SCK,0,FF,0,INT,--,MIN,,,
NFC North,OG,73,"Gossett, Colby",ACT,G,--,GS,--,,,,,MIN,,,
NFC North,DE,97,"Griffen, Everson",ACT,TCKL,45,SCK,13,FF,3,INT,--,MIN,,,
NFC North,FB,30,"Ham, C.J.",ACT,CAR,7,YDS,13,AVG,1.9,TDS,1,MIN,,,
NFC North,SAF,41,"Harris, Anthony",ACT,TCKL,18,SCK,0,FF,1,INT,--,MIN,,,
NFC North,DB,37,"Hill, Holton",ACT,TCKL,--,SCK,--,FF,--,INT,--,MIN,,,
NFC North,OT,69,"Hill, Rashod",ACT,G,11,GS,7,,,,,MIN,,,
NFC North,DT,92,"Holmes, Jalyn",ACT,TCKL,--,SCK,--,FF,--,INT,--,MIN,,,
NFC North,TE,86,"Hoppes, Tyler",ACT,REC,--,YDS,--,AVG,--,TDS,--,MIN,,,
NFC North,CB,21,"Hughes, Mike",ACT,TCKL,--,SCK,--,FF,--,INT,--,MIN,,,
NFC North,DE,99,"Hunter, Danielle",ACT,TCKL,45,SCK,7,FF,1,INT,--,MIN,,,
NFC North,OG,63,"Isidora, Danny",ACT,G,7,GS,1,,,,,MIN,,,
NFC North,DB,36,"James, Craig",ACT,TCKL,--,SCK,--,FF,--,INT,--,MIN,,,
NFC North,DT,94,"Johnson, Jaleel",ACT,TCKL,1,SCK,0,FF,0,INT,--,MIN,,,
NFC North,OG,,"Johnson, Kaleb",ACT,G,--,GS,--,,,,,MIN,,,
NFC North,WR,16,"Jones, Cayleb",ACT,REC,--,YDS,--,AVG,--,TDS,--,MIN,,,
NFC North,OT,78,"Joseph, Dieugot",ACT,G,0,GS,0,,,,,MIN,,,
NFC North,DT,98,"Joseph, Linval",ACT,TCKL,68,SCK,3.5,FF,0,INT,--,MIN,,,
NFC North,SAF,27,"Kearse, Jayron",ACT,TCKL,13,SCK,0,FF,0,INT,--,MIN,,,
NFC North,LB,54,"Kendricks, Eric",ACT,TCKL,113,SCK,1,FF,0,INT,1,MIN,,,
NFC North,WR,12,"King, Tavarres",ACT,REC,18,YDS,240,AVG,13.3,TDS,3,MIN,,,
NFC North,OT,68,"Lang, Cedrick",ACT,G,--,GS,--,,,,,MIN,,,
NFC North,DE,51,"Mata'afa, Hercules",RES,TCKL,--,SCK,--,FF,--,INT,--,MIN,,,
NFC North,CB,46,"Mathis, Trevon",ACT,TCKL,--,SCK,--,FF,--,INT,--,MIN,,,
NFC North,DB,38,"Matthews, Tray",ACT,TCKL,--,SCK,--,FF,--,INT,--,MIN,,,
NFC North,LS,47,"McDermott, Kevin",ACT,G,15,GS,0,,,,,MIN,,,
NFC North,TE,89,"Morgan, David",ACT,REC,10,YDS,95,AVG,9.5,TDS,1,MIN,,,
NFC North,RB,25,"Murray, Latavius",ACT,CAR,216,YDS,842,AVG,3.9,TDS,8,MIN,,,
NFC North,LB,49,"Needham, Mike",ACT,TCKL,--,SCK,--,FF,--,INT,--,MIN,,,
NFC North,DB,23,"Newman, Terence",ACT,TCKL,35,SCK,0,FF,0,INT,1,MIN,,,
NFC North,OT,72,"Norton, Storm",ACT,G,0,GS,0,,,,,MIN,,,
NFC North,OT,75,"O'Neill, Brian",ACT,G,--,GS,--,,,,,MIN,,,
NFC North,DE,95,"Odenigbo, Ifeadi",ACT,TCKL,--,SCK,--,FF,--,INT,--,MIN,,,
NFC North,NT,60,"Parry, David",ACT,TCKL,1,SCK,0,FF,0,INT,--,MIN,,,
NFC North,TE,87,"Price, Josiah",ACT,REC,--,YDS,--,AVG,--,TDS,--,MIN,,,
NFC North,QB,6,"Pujals, Peter",ACT,TDS,--,INT,--,YDS,--,RTG,--,MIN,,,
NFC North,P,4,"Quigley, Ryan",ACT,PUNTS,71,AVG,42.2,LNG,56,IN 20,29,MIN,,,
NFC North,C,59,"Quinn, J.P.",ACT,G,--,GS,--,,,,,MIN,,,
NFC North,OT,71,"Reiff, Riley",ACT,G,15,GS,15,,,,,MIN,,,
NFC North,OT,74,"Remmers, Mike",ACT,G,11,GS,11,,,,,MIN,,,
NFC North,DB,29,"Rhodes, Xavier",ACT,TCKL,56,SCK,0,FF,0,INT,2,MIN,,,
NFC North,CB,24,"Richardson, Horace",ACT,TCKL,--,SCK,--,FF,--,INT,--,MIN,,,
NFC North,DT,93,"Richardson, Sheldon",ACT,TCKL,44,SCK,1,FF,1,INT,1,MIN,,,
NFC North,WR,18,"Robertson, Korey",ACT,REC,--,YDS,--,AVG,--,TDS,--,MIN,,,
NFC North,DE,96,"Robison, Brian",ACT,TCKL,20,SCK,4,FF,0,INT,--,MIN,,,
NFC North,TE,82,"Rudolph, Kyle",ACT,REC,57,YDS,532,AVG,9.3,TDS,8,MIN,,,
NFC North,DB,34,"Sendejo, Andrew",ACT,TCKL,80,SCK,0,FF,0,INT,2,MIN,,,
NFC North,DB,35,"Sherels, Marcus",ACT,TCKL,6,SCK,0,FF,0,INT,--,MIN,,,
NFC North,QB,3,"Siemian, Trevor",ACT,TDS,12,INT,14,YDS,"2,285",RTG,73.3,MIN,,,
NFC North,QB,1,"Sloter, Kyle",ACT,TDS,--,INT,--,YDS,--,RTG,0,MIN,,,
NFC North,DB,22,"Smith, Harrison",ACT,TCKL,78,SCK,1.5,FF,0,INT,5,MIN,,,
NFC North,RB,48,"Stanton, Johnny",ACT,CAR,--,YDS,--,AVG,--,TDS,--,MIN,,,
NFC North,LB,45,"Taylor, Brett",ACT,TCKL,--,SCK,--,FF,--,INT,--,MIN,,,
NFC North,WR,19,"Thielen, Adam",ACT,REC,91,YDS,"1,276",AVG,14,TDS,4,MIN,,,
NFC North,RB,32,"Thomas, Roc",ACT,CAR,--,YDS,--,AVG,--,TDS,--,MIN,,,
NFC North,CB,39,"Tocho, Jack",ACT,TCKL,--,SCK,--,FF,--,INT,--,MIN,,,
NFC North,WR,11,"Treadwell, Laquon",ACT,REC,20,YDS,200,AVG,10,TDS,0,MIN,,,
NFC North,CB,26,"Waynes, Trae",ACT,TCKL,65,SCK,1,FF,0,INT,2,MIN,,,
NFC North,DE,91,"Weatherly, Stephen",ACT,TCKL,7,SCK,0,FF,0,INT,--,MIN,,,
NFC North,WR,9,"Wieneke, Jake",ACT,REC,--,YDS,--,AVG,--,TDS,--,MIN,,,
NFC North,LB,56,"Williams, Antwione",ACT,TCKL,--,SCK,--,FF,--,INT,--,MIN,,,
NFC North,LB,50,"Wilson, Eric",ACT,TCKL,8,SCK,0,FF,1,INT,--,MIN,,,
NFC North,WR,17,"Wright, Kendall",ACT,REC,59,YDS,614,AVG,10.4,TDS,1,MIN,,,
NFC North,DE,78,"Wynn, Jonathan",ACT,TCKL,--,SCK,--,FF,--,INT,--,MIN,,,
NFC North,WR,15,"Zylstra, Brandon",ACT,REC,--,YDS,--,AVG,--,TDS,--,MIN,,,
NFC South,DB,23,"Alford, Robert",ACT,TCKL,68,SCK,0,FF,0,INT,1,ATL,,,
NFC South,CB,37,"Allen, Ricardo",ACT,TCKL,54,SCK,0,FF,0,INT,1,ATL,,,
NFC South,LB,44,"Beasley, Vic",ACT,TCKL,29,SCK,5,FF,1,INT,--,ATL,,,
NFC South,QB,6,"Benkert, Kurt",ACT,TDS,--,INT,--,YDS,--,RTG,--,ATL,,,
NFC South,DB,28,"Bethel, Justin",ACT,TCKL,41,SCK,0,FF,0,INT,1,ATL,,,
NFC South,WR,15,"Blake, Christian",ACT,REC,--,YDS,--,AVG,--,TDS,--,ATL,,,
NFC South,P,5,"Bosher, Matt",ACT,PUNTS,53,AVG,44.9,LNG,62,IN 20,19,ATL,,,
NFC South,DB,38,"Branch, Marcelis",ACT,TCKL,--,SCK,--,FF,--,INT,--,ATL,,,
NFC South,OT,76,"Brunskill, Daniel",ACT,G,--,GS,--,,,,,ATL,,,
NFC South,K,3,"Bryant, Matt",ACT,FGA,39,FGM,34,PCT,87.2,LNG,57,ATL,,,
NFC South,DB,39,"Burton, Deante",ACT,TCKL,--,SCK,--,FF,--,INT,--,ATL,,,
NFC South,WR,19,"Byrd, Dontez",ACT,REC,--,YDS,--,AVG,--,TDS,--,ATL,,,
NFC South,LB,59,"Campbell, De'Vondre",ACT,TCKL,92,SCK,2,FF,1,INT,--,ATL,,,
NFC South,LB,46,"Celestin, Jonathan",ACT,TCKL,--,SCK,--,FF,--,INT,--,ATL,,,
NFC South,DE,96,"Cheridor, Mackendy",ACT,TCKL,--,SCK,--,FF,--,INT,--,ATL,,,
NFC South,RB,26,"Coleman, Tevin",ACT,CAR,156,YDS,628,AVG,4,TDS,5,ATL,,,
NFC South,DB,35,"Cooper, Secdrick",ACT,TCKL,--,SCK,--,FF,--,INT,--,ATL,,,
NFC South,DE,95,"Crawford, Jack",ACT,TCKL,5,SCK,0,FF,0,INT,--,ATL,,,
NFC South,RB,32,"Crawford, Justin",ACT,CAR,--,YDS,--,AVG,--,TDS,--,ATL,,,
NFC South,DT,91,"Cunningham, Jon",ACT,TCKL,--,SCK,--,FF,--,INT,--,ATL,,,
NFC South,WR,13,"Davis, Reggie",ACT,REC,--,YDS,--,AVG,--,TDS,--,ATL,,,
NFC South,OG,75,"Douglas, Jamil",ACT,G,0,GS,0,,,,,ATL,,,
NFC South,LB,52,"Ellerbee, Emmanuel",ACT,TCKL,--,SCK,--,FF,--,INT,--,ATL,,,
NFC South,RB,24,"Freeman, Devonta",ACT,CAR,196,YDS,865,AVG,4.4,TDS,7,ATL,,,
NFC South,OG,65,"Fusco, Brandon",ACT,G,16,GS,16,,,,,ATL,,,
NFC South,WR,83,"Gage, Russell",ACT,REC,--,YDS,--,AVG,--,TDS,--,ATL,,,
NFC South,OG,63,"Garland, Ben",ACT,G,16,GS,3,,,,,ATL,,,
NFC South,OT,77,"Gono, Matt",ACT,G,--,GS,--,,,,,ATL,,,
NFC South,TE,87,"Graham, Jaeden",ACT,REC,--,YDS,--,AVG,--,TDS,--,ATL,,,
NFC South,DB,32,"Graham, Tyson",ACT,TCKL,--,SCK,--,FF,--,INT,--,ATL,,,
NFC South,TE,89,"Gray, Alex",ACT,REC,--,YDS,--,AVG,--,TDS,--,ATL,,,
NFC South,WR,7,"Gray, Devin",ACT,REC,--,YDS,--,AVG,--,TDS,--,ATL,,,
NFC South,QB,9,"Grayson, Garrett",ACT,TDS,--,INT,--,YDS,--,RTG,--,ATL,,,
NFC South,WR,17,"Hall, Marvin",ACT,REC,2,YDS,60,AVG,30,TDS,1,ATL,,,
NFC South,WR,14,"Hardy, Justin",ACT,REC,20,YDS,221,AVG,11,TDS,3,ATL,,,
NFC South,OG,64,"Harlow, Sean",ACT,G,0,GS,0,,,,,ATL,,,
NFC South,LS,47,"Harris, Josh",ACT,G,16,GS,0,,,,,ATL,,,
NFC South,C,61,"Hassenauer, J.C.",ACT,G,--,GS,--,,,,,ATL,,,
NFC South,TE,81,"Hooper, Austin",ACT,REC,49,YDS,526,AVG,10.7,TDS,3,ATL,,,
NFC South,DB,36,"Ishmael, Kemal",ACT,TCKL,29,SCK,1,FF,0,INT,--,ATL,,,
NFC South,DT,97,"Jarrett, Grady",ACT,TCKL,55,SCK,4,FF,0,INT,--,ATL,,,
NFC South,LB,49,"Jarvis, Richard",ACT,TCKL,--,SCK,--,FF,--,INT,--,ATL,,,
NFC South,LB,45,"Jones, Deion",ACT,TCKL,138,SCK,1,FF,0,INT,3,ATL,,,
NFC South,DE,55,"Jones, JT",ACT,TCKL,--,SCK,--,FF,--,INT,--,ATL,,,
NFC South,WR,11,"Jones, Julio",ACT,REC,88,YDS,"1,444",AVG,16.4,TDS,3,ATL,,,
NFC South,WR,86,"Jordan, Lamar",ACT,REC,--,YDS,--,AVG,--,TDS,--,ATL,,,
NFC South,CB,27,"Kazee, Damontae",ACT,TCKL,23,SCK,0,FF,2,INT,--,ATL,,,
NFC South,DB,30,"Lammons, Chris",ACT,TCKL,--,SCK,--,FF,--,INT,--,ATL,,,
NFC South,OG,67,"Levitre, Andy",ACT,G,13,GS,13,,,,,ATL,,,
NFC South,C,51,"Mack, Alex",ACT,G,16,GS,16,,,,,ATL,,,
NFC South,RB,41,"Magee, Terrence",ACT,CAR,--,YDS,--,AVG,--,TDS,--,ATL,,,
NFC South,TE,80,"Mangen, Troy",ACT,REC,--,YDS,--,AVG,--,TDS,--,ATL,,,
NFC South,K,1,"Marvin, David",ACT,FGA,--,FGM,--,PCT,--,LNG,--,ATL,,,
NFC South,OT,70,"Matthews, Jake",ACT,G,16,GS,16,,,,,ATL,,,
NFC South,DT,99,"McClain, Terrell",ACT,TCKL,20,SCK,2,FF,0,INT,--,ATL,,,
NFC South,DB,29,"McFadden, Leon",ACT,TCKL,0,SCK,--,FF,--,INT,--,ATL,,,
NFC South,DE,98,"McKinley, Takkarist",ACT,TCKL,20,SCK,6,FF,2,INT,--,ATL,,,
NFC South,FB,43,"McNitt, Luke",ACT,CAR,--,YDS,--,AVG,--,TDS,--,ATL,,,
NFC South,DB,22,"Neal, Keanu",ACT,TCKL,116,SCK,0,FF,3,INT,1,ATL,,,
NFC South,DB,,"Neal, Ryan",ACT,TCKL,--,SCK,--,FF,--,INT,--,ATL,,,
NFC South,CB,20,"Oliver, Isaiah",ACT,TCKL,--,SCK,--,FF,--,INT,--,ATL,,,
NFC South,LB,54,"Oluokun, Foye",ACT,TCKL,--,SCK,--,FF,--,INT,--,ATL,,,
NFC South,RB,30,"Ortiz, Ricky",ACT,CAR,--,YDS,--,AVG,--,TDS,--,ATL,,,
NFC South,DB,48,"Parker, Ron",ACT,TCKL,67,SCK,0,FF,0,INT,2,ATL,,,
NFC South,OG,68,"Pasztor, Austin",ACT,G,7,GS,0,,,,,ATL,,,
NFC South,TE,82,"Paulsen, Logan",ACT,REC,0,YDS,0,AVG,--,TDS,0,ATL,,,
NFC South,WR,1,"Pearson, Colby",ACT,REC,--,YDS,--,AVG,--,TDS,--,ATL,,,
NFC South,CB,34,"Poole, Brian",ACT,TCKL,63,SCK,1,FF,0,INT,--,ATL,,,
NFC South,DE,50,"Reed, Brooks",ACT,TCKL,41,SCK,4,FF,0,INT,--,ATL,,,
NFC South,WR,18,"Ridley, Calvin",ACT,REC,--,YDS,--,AVG,--,TDS,--,ATL,,,
NFC South,LB,42,"Riley, Duke",ACT,TCKL,30,SCK,0,FF,0,INT,--,ATL,,,
NFC South,QB,2,"Ryan, Matt",ACT,TDS,20,INT,12,YDS,"4,095",RTG,91.4,ATL,,,
NFC South,OT,74,"Sambrailo, Ty",ACT,G,15,GS,2,,,,,ATL,,,
NFC South,WR,12,"Sanu, Mohamed",ACT,REC,67,YDS,703,AVG,10.5,TDS,5,ATL,,,
NFC South,TE,85,"Saubert, Eric",ACT,REC,--,YDS,--,AVG,--,TDS,--,ATL,,,
NFC South,QB,8,"Schaub, Matt",ACT,TDS,--,INT,--,YDS,--,RTG,0,ATL,,,
NFC South,OT,73,"Schraeder, Ryan",ACT,G,14,GS,14,,,,,ATL,,,
NFC South,OG,71,"Schweitzer, Wes",ACT,G,16,GS,16,,,,,ATL,,,
NFC South,DT,94,"Senat, Deadrin",ACT,TCKL,--,SCK,--,FF,--,INT,--,ATL,,,
NFC South,DE,90,"Shelby, Derrick",ACT,TCKL,30,SCK,1,FF,0,INT,--,ATL,,,
NFC South,LB,53,"Smith, Emmanuel",ACT,TCKL,--,SCK,--,FF,--,INT,--,ATL,,,
NFC South,DT,93,"Smith, Garrison",ACT,TCKL,9,SCK,0,FF,0,INT,--,ATL,,,
NFC South,RB,25,"Smith, Ito",ACT,CAR,--,YDS,--,AVG,--,TDS,--,ATL,,,
NFC South,DB,21,"Trufant, Desmond",ACT,TCKL,41,SCK,1,FF,0,INT,2,ATL,,,
NFC South,DT,79,"Tuioti-Mariner, Jacob",ACT,TCKL,--,SCK,--,FF,--,INT,--,ATL,,,
NFC South,OG,62,"Uhatafe, Leka",ACT,G,--,GS,--,,,,,ATL,,,
NFC South,RB,35,"Williams, Malik",ACT,CAR,--,YDS,--,AVG,--,TDS,--,ATL,,,
NFC South,WR,16,"Williams, Taj",ACT,REC,--,YDS,--,AVG,--,TDS,--,ATL,,,
NFC South,LB,56,"Winbush, Anthony",ACT,TCKL,--,SCK,--,FF,--,INT,--,ATL,,,
NFC South,DB,33,"Wreh-Wilson, Blidi",ACT,TCKL,4,SCK,0,FF,0,INT,--,ATL,,,
NFC South,DT,92,"Zimmer, Justin",ACT,TCKL,--,SCK,--,FF,--,INT,--,ATL,,,
NFC South,DB,29,"Adams, Mike",ACT,TCKL,69,SCK,0,FF,2,INT,2,CAR,,,
NFC South,DE,97,"Addison, Mario",ACT,TCKL,44,SCK,11,FF,2,INT,--,CAR,,,
NFC South,QB,7,"Allen, Kyle",ACT,TDS,--,INT,--,YDS,--,RTG,--,CAR,,,
NFC South,RB,20,"Anderson, C.J.",ACT,CAR,245,YDS,"1,007",AVG,4.1,TDS,3,CAR,,,
NFC South,DE,,"Anderson, Kiante",ACT,TCKL,--,SCK,--,FF,--,INT,--,CAR,,,
NFC South,FB,40,"Armah, Alex",ACT,CAR,--,YDS,--,AVG,--,TDS,--,CAR,,,
NFC South,RB,34,"Artis-Payne, Cameron",ACT,CAR,18,YDS,95,AVG,5.3,TDS,1,CAR,,,
NFC South,WR,16,"Bailey, Rasheed",ACT,REC,--,YDS,--,AVG,--,TDS,--,CAR,,,
NFC South,DE,79,"Bailey, Sterling",ACT,TCKL,--,SCK,--,FF,--,INT,--,CAR,,,
NFC South,RB,38,"Barner, Kenjon",ACT,CAR,16,YDS,57,AVG,3.6,TDS,1,CAR,,,
NFC South,TE,85,"Baylis, Evan",ACT,REC,--,YDS,--,AVG,--,TDS,--,CAR,,,
NFC South,OT,66,"Bisnowaty, Adam",ACT,G,1,GS,1,,,,,CAR,,,
NFC South,RB,39,"Bonnafon, Reggie",ACT,CAR,--,YDS,--,AVG,--,TDS,--,CAR,,,
NFC South,OG,61,"Bosch, Kyle",ACT,G,--,GS,--,,,,,CAR,,,
NFC South,CB,24,"Bradberry, James",ACT,TCKL,85,SCK,1,FF,1,INT,2,CAR,,,
NFC South,LB,49,"Brown, Richie",ACT,TCKL,--,SCK,--,FF,--,INT,--,CAR,,,
NFC South,DT,92,"Butler, Vernon",ACT,TCKL,13,SCK,0,FF,0,INT,--,CAR,,,
NFC South,WR,18,"Byrd, Damiere",ACT,REC,10,YDS,105,AVG,10.5,TDS,2,CAR,,,
NFC South,CB,33,"Carter, Alex",ACT,TCKL,--,SCK,--,FF,--,INT,--,CAR,,,
NFC South,LB,56,"Carter, Jermaine",ACT,TCKL,--,SCK,--,FF,--,INT,--,CAR,,,
NFC South,OT,76,"Clausell, Blaine",ACT,G,--,GS,--,,,,,CAR,,,
NFC South,DB,47,"Cockrell, Ross",RES,TCKL,50,SCK,0,FF,0,INT,3,CAR,,,
NFC South,DE,91,"Cox, Bryan",ACT,TCKL,6,SCK,0,FF,0,INT,--,CAR,,,
NFC South,DB,36,"Cox, Demetrious",ACT,TCKL,4,SCK,0,FF,0,INT,--,CAR,,,
NFC South,LB,58,"Davis, Thomas",ACT,TCKL,76,SCK,2.5,FF,0,INT,--,CAR,,,
NFC South,CB,31,"Doss, Lorenzo",ACT,TCKL,0,SCK,--,FF,--,INT,--,CAR,,,
NFC South,WR,8,"Duke, Austin",ACT,REC,--,YDS,--,AVG,--,TDS,--,CAR,,,
NFC South,OG,79,"Eatmon, Quinterrius",ACT,G,--,GS,--,,,,,CAR,,,
NFC South,CB,35,"Elder, Corn",ACT,TCKL,--,SCK,--,FF,--,INT,--,CAR,,,
NFC South,WR,14,"Frazier, Mose",ACT,REC,--,YDS,--,AVG,--,TDS,--,CAR,,,
NFC South,LB,50,"Frey, Chris",ACT,TCKL,--,SCK,--,FF,--,INT,--,CAR,,,
NFC South,C,74,"Friend, Kyle",ACT,G,--,GS,--,,,,,CAR,,,
NFC South,WR,17,"Funchess, Devin",ACT,REC,63,YDS,840,AVG,13.3,TDS,8,CAR,,,
NFC South,K,9,"Gano, Graham",ACT,FGA,30,FGM,29,PCT,96.7,LNG,48,CAR,,,
NFC South,DB,28,"Gaulden, Rashaan",ACT,TCKL,--,SCK,--,FF,--,INT,--,CAR,,,
NFC South,QB,4,"Gilbert, Garrett",ACT,TDS,--,INT,--,YDS,--,RTG,0,CAR,,,
NFC South,LB,54,"Green-Thompson, Shaq",ACT,TCKL,61,SCK,2,FF,1,INT,--,CAR,,,
NFC South,CB,23,"Gunter, LaDarius",ACT,TCKL,0,SCK,0,FF,0,INT,0,CAR,,,
NFC South,DE,94,"Hall, Daeshon",ACT,TCKL,0,SCK,--,FF,--,INT,--,CAR,,,
NFC South,DE,98,"Haynes, Marquis",ACT,TCKL,--,SCK,--,FF,--,INT,--,CAR,,,
NFC South,OG,62,"Hearn, Taylor",ACT,G,--,GS,--,,,,,CAR,,,
NFC South,QB,6,"Heinicke, Taylor",ACT,TDS,0,INT,0,YDS,10,RTG,108.3,CAR,,,
NFC South,RB,30,"Hood, Elijah",ACT,CAR,--,YDS,--,AVG,--,TDS,--,CAR,,,
NFC South,DE,96,"Horton, Wes",ACT,TCKL,17,SCK,5.5,FF,3,INT,--,CAR,,,
NFC South,WR,87,"Howard, Bug",ACT,REC,--,YDS,--,AVG,--,TDS,--,CAR,,,
NFC South,CB,26,"Jackson, Donte",ACT,TCKL,--,SCK,--,FF,--,INT,--,CAR,,,
NFC South,LB,53,"Jacobs, Ben",ACT,TCKL,6,SCK,0,FF,0,INT,--,CAR,,,
NFC South,LS,44,"Jansen, J.J.",ACT,G,16,GS,0,,,,,CAR,,,
NFC South,OG,64,"Johnson, Dorian",ACT,G,0,GS,0,,,,,CAR,,,
NFC South,DB,42,"Jones, Colin",ACT,TCKL,23,SCK,0,FF,0,INT,1,CAR,,,
NFC South,WR,15,"Jones, Jamaal",ACT,REC,--,YDS,--,AVG,--,TDS,--,CAR,,,
NFC South,OT,75,"Kalil, Matt",ACT,G,16,GS,16,,,,,CAR,,,
NFC South,C,67,"Kalil, Ryan",ACT,G,6,GS,6,,,,,CAR,,,
NFC South,LB,59,"Kuechly, Luke",ACT,TCKL,125,SCK,1.5,FF,1,INT,3,CAR,,,
NFC South,C,69,"Larsen, Tyler",ACT,G,14,GS,10,,,,,CAR,,,
NFC South,DT,93,"Love, Kyle",ACT,TCKL,16,SCK,3.5,FF,0,INT,--,CAR,,,
NFC South,CB,32,"Luke, Cole",ACT,TCKL,0,SCK,--,FF,--,INT,--,CAR,,,
NFC South,OG,63,"Mahon, Brendan",ACT,G,--,GS,--,,,,,CAR,,,
NFC South,TE,82,"Manhertz, Chris",ACT,REC,2,YDS,17,AVG,8.5,TDS,0,CAR,,,
